Character,Moon,CharMoon,Move,Damage,Red Damage,Proration,Cancel,Guard,First Active,Active,Recovery,Frame Adv,TotalFrames,Circuit,Image,Image2
Akiha,Crescent_Moon,C-Akiha,Piercing the Moon(EX: Piercing the Waxing Moon) (A),600,588,70% (O),-,LH,16,8,29,-12,52,6.0%,https://mizuumi.wiki/images/a/ac/MB_C-Akiha_214AB.png,
Akiha,Crescent_Moon,C-Akiha,Piercing the Moon(EX: Piercing the Waxing Moon) (B),500,490,70% (O),-,LH,33,8,1,16,52,5.0%,https://mizuumi.wiki/images/a/ac/MB_C-Akiha_214AB.png,
Akiha,Crescent_Moon,C-Akiha,Piercing the Moon(EX: Piercing the Waxing Moon) ([B]),500*2 (797),(781),70% (O),-,LH,46,"4, 4",1,18,52,5.0%*2 (10.0%),https://mizuumi.wiki/images/a/ac/MB_C-Akiha_214AB.png,
Akiha,Crescent_Moon,C-Akiha,Piercing the Moon(EX: Piercing the Waxing Moon) (EX),380*8 (2422),(1561),100%,-,LH,2+24,1 x8,22,1,52,-100.0%,https://mizuumi.wiki/images/a/ac/MB_C-Akiha_214AB.png,
Akiha,Crescent_Moon,C-Akiha,Burning Beasts(EX: Burning Bounding Beasts) (A),-,-,-,-,-,39,X,13,-,51,~1.87%*6 (11.2%),https://mizuumi.wiki/images/c/c8/MB_C-Akiha_22X.png,
Akiha,Crescent_Moon,C-Akiha,Burning Beasts(EX: Burning Bounding Beasts) (B),-,-,-,-,-,44,X,17,-,51,~1.87%*6 (11.2%),https://mizuumi.wiki/images/c/c8/MB_C-Akiha_22X.png,
Akiha,Crescent_Moon,C-Akiha,Burning Beasts(EX: Burning Bounding Beasts) (~22X),300*3 (802),(311),100%,-,LHA,19,"1, 1, 1",34,7,51,3.0%*3 (9.0%),https://mizuumi.wiki/images/c/c8/MB_C-Akiha_22X.png,
Akiha,Crescent_Moon,C-Akiha,Burning Beasts(EX: Burning Bounding Beasts) (EX),-,-,-,-,-,2+35,X,13,-,51,-100.0% ~1.87%*16 (30.0%),https://mizuumi.wiki/images/c/c8/MB_C-Akiha_22X.png,
Akiha,Crescent_Moon,C-Akiha,Burning Beasts(EX: Burning Bounding Beasts) (~22X),300*6 (1492),(1462),100%,-,LHA,19,4 x6,13,32,51,0.0%,https://mizuumi.wiki/images/c/c8/MB_C-Akiha_22X.png,
Akiha,Crescent_Moon,C-Akiha,Brilliant Impetus - Deep Red (A),1200,2940,100%,-,U (Whiffs vs Air.),6,2,25,-,32,10.0%,https://wiki.gbl.gg/images/c/ca/MB_C-Akiha_63214A.png,
Akiha,Crescent_Moon,C-Akiha,Brilliant Impetus - Deep Red (B),1200,2940,100%,-,U (Whiffs vs Air.),17,4,19,-,32,10.0%,https://wiki.gbl.gg/images/c/ca/MB_C-Akiha_63214A.png,
Akiha,Crescent_Moon,C-Akiha,Brilliant Impetus - Deep Red (EX),1400,3136,100%,-,U (Whiffs vs Air.),5+0,1,38,-,32,-100.0%,https://wiki.gbl.gg/images/c/ca/MB_C-Akiha_63214A.png,
Akiha,Crescent_Moon,C-Akiha,Felling Birds (Air) (A),800,490,70% (O),-,LHA,25,2,7,17 (TK),33,6.0%,https://mizuumi.wiki/images/7/74/MB_C-Akiha_j.236A.png,
Akiha,Crescent_Moon,C-Akiha,Felling Birds (Air) (B),800,490,70% (O),-,LHA,24,1,10,8 (TK),33,6.0%,https://mizuumi.wiki/images/7/74/MB_C-Akiha_j.236A.png,
Akiha,Crescent_Moon,C-Akiha,Felling Birds (Air) ([B]),800*2 (1342),(821),70% (O),-,LHA,30,"1, 1",9,15 (TK),33,6.0%*2 (12.0%),https://mizuumi.wiki/images/7/74/MB_C-Akiha_j.236A.png,
Akiha,Crescent_Moon,C-Akiha,Felling Birds (Air) (EX),400*8 (2848),(1393),70% (O),-,LHA,2+18,29,Until Landing+10,21 (TK),33,-100.0%,https://mizuumi.wiki/images/7/74/MB_C-Akiha_j.236A.png,
Akiha,Crescent_Moon,C-Akiha,Burning Beasts (Air) (A/B),-,-,-,-,-,37,X,4,-,40,~1.87%*6 (11.2%),https://mizuumi.wiki/images/c/c8/MB_C-Akiha_22X.png,
Akiha,Crescent_Moon,C-Akiha,Burning Beasts (Air) (~j.22X),300*3 (802),(311),100%,-,LHA,19,"1, 1, 1",26,16,40,3.0%*3 (9.0%),https://mizuumi.wiki/images/c/c8/MB_C-Akiha_22X.png,
Akiha,Crescent_Moon,C-Akiha,Burning Beasts (Air) (EX),-,-,-,-,-,1+36,X,4,-,40,-100.0% ~1.87%*16 (30.0%),https://mizuumi.wiki/images/c/c8/MB_C-Akiha_22X.png,
Akiha,Crescent_Moon,C-Akiha,Burning Beasts (Air) (~j.22X),300*6 (1492),(1462),100%,-,LHA,19,4 x6,4,41,40,0.0%,https://mizuumi.wiki/images/c/c8/MB_C-Akiha_22X.png,
Akiha,Crescent_Moon,C-Akiha,Red Mistress - Locks of Hair,650*13 (3338),(1999),50% (O),-,LHA,3+6,2 x13,23,-31 ~ -9,57,removes all,https://mizuumi.wiki/images/5/5d/MB_C-Akiha_AD.png,
Akiha,Crescent_Moon,C-Akiha,Red Mistress - Locks of Hair ((Throw) (Strike)),"450*27, 500*15 (3957) 400*13, 1400*3 (3384)",(2463) (2842),50% (O),-,U (Whiffs vs Air.) LHA,2+3,"1 (4), 2 x13",44,-30 ~ -27,79,removes all,https://mizuumi.wiki/images/f/fb/MB_C-Akiha_AAD_Throw.png,
Akiha,Crescent_Moon,C-Akiha,Red Mistress - Blazing Flower,17900 (3369 ~ 6838),(2599 ~ 5290),50% + 50% * remaining BH time,-,LHA,2+3,74,42,32,120,removes all,https://mizuumi.wiki/images/e/e2/MB_C-Akiha_LA.png,
Aoko,Full_Moon,F-Aoko,5A,350,202,75% (O),"-SE-,-N-,-SP-,-EX-, (J)",LH,5,4,5,3,13,3.15%,https://wiki.gbl.gg/images/3/3e/MBFAoko5A.png,
Aoko,Full_Moon,F-Aoko,5B,800,505,85% (O),"N, SP, EX, (J)",LH,8,5,10,0,22,7.2%,https://mizuumi.wiki/images/7/74/MBFAoko5B.png,
Aoko,Full_Moon,F-Aoko,5C (5C),850,555,100%,"N, SP, EX, (J)",LH,11 ~ 28,7,14,-3,31,9.0%,https://mizuumi.wiki/images/7/73/MBCAoko5C.png,
Aoko,Full_Moon,F-Aoko,5C (5[C]),1200,1010,100%,"N, SP, EX, (J)",LH,29,2,16,0,31,10.8%,https://mizuumi.wiki/images/7/73/MBCAoko5C.png,
Aoko,Full_Moon,F-Aoko,5C ((Laser)),350*3,200*3,100%,-,LHA,37,3,0,8 ~ 10,31,4.5%*3 (13.5%),https://mizuumi.wiki/images/7/73/MBCAoko5C.png,
Aoko,Full_Moon,F-Aoko,2A,350,202,75% (O),"-SE-, -N-, -SP-, -EX-, (J)",L (Whiffs vs Air.),4,4,5,3,12,3.15%,https://mizuumi.wiki/images/4/4d/MBFAoko2A.png,
Aoko,Full_Moon,F-Aoko,2B,700,404,100%,"N, SP, EX, (J)",LH,7,4,9,2,19,6.3%,https://mizuumi.wiki/images/0/01/MBFAoko2B.png,
Aoko,Full_Moon,F-Aoko,2C,800,505,65% (O),"N, SP, EX, (J)",L,9,5,18,-8,31,10.8%,https://mizuumi.wiki/images/b/bb/MBCAoko2C.png,
Aoko,Full_Moon,F-Aoko,j.A,250,151,75%,"SE, N, SP, EX, (J)",HA,5,4,10,-,18,2.7%,https://mizuumi.wiki/images/5/5a/MBFAokojA.png,
Aoko,Full_Moon,F-Aoko,j.B,700,353,90% (O),"N, SP, EX, (J)",HA,7,4,Until Landing+0,-,10,6.3%,https://mizuumi.wiki/images/4/41/MBFAokojB.png,
Aoko,Full_Moon,F-Aoko,j.C,1000,707,90% (O),"SP, EX, (J)",HA,9,4,Until Landing+0,-,12,9.0%,https://mizuumi.wiki/images/9/9b/MBFAokojC.png,
Aoko,Full_Moon,F-Aoko,3C,800,505,65% (O),"SP, EX, (J)",LH,10,3,21,-6,33,8.1%,https://mizuumi.wiki/images/1/18/MBCAoko3C.png,
Aoko,Full_Moon,F-Aoko,4C (4C),1000,757,70% (O),"SP, EX",LH,15 ~ 28,1,19,"-5 (vs Stand.), -2 (vs. Crouch)",34,9.0%,https://mizuumi.wiki/images/c/c8/MBCAoko4C.png,
Aoko,Full_Moon,F-Aoko,4C (4[C]),1100,808,50% (O),"SP, EX, (J)",H,25,1,16,-2,34,9.0%,https://mizuumi.wiki/images/c/c8/MBCAoko4C.png,
Aoko,Full_Moon,F-Aoko,Ground Throw,1000,404,35%,-,U,3,1,22,-,25,0.0%,https://mizuumi.wiki/images/f/f4/MBCAokoThrow.png,
Aoko,Full_Moon,F-Aoko,Air Throw,1600,606,30%,(Any if Raw),U,2,1,Until Landing+12,-,14,0.0%,https://mizuumi.wiki/images/5/55/MBCAokoAirThrow.png,
Aoko,Full_Moon,F-Aoko,Shield Counter (Ground),500 (345),209,40%,"SP, EX, (J)",LHA,9,2,20,-4,30,4.5%,https://mizuumi.wiki/images/d/de/MBFAokoShieldCounter.png,
Aoko,Full_Moon,F-Aoko,Shield Counter (Air),500 (303),183,50%,-,HA,7,4,-,-,30,4.5%,https://mizuumi.wiki/images/d/de/MBFAokoShieldCounter.png,
Aoko,Full_Moon,F-Aoko,Shield Bunker (Bunker),500,202,50%,-,LHA,26,4,19,-5,48,0.0% (-50.0% in blockstun),https://mizuumi.wiki/images/3/32/MBCAokoShieldBunker.png,
Aoko,Full_Moon,F-Aoko,Shield Bunker ((Clash)),500,202,50%,-,LHA,7,4,19,-5,48,0.0%/-50.0%,https://mizuumi.wiki/images/3/32/MBCAokoShieldBunker.png,
Aoko,Full_Moon,F-Aoko,Blood Heat,100,0,100%,-,U,21,3,25,-,48,uses all,https://wiki.gbl.gg/images/f/fa/MBCAokoHeat.png,
Aoko,Full_Moon,F-Aoko,Circuit Spark (Ground),100,0,100%,-,U,11,10,20,-,40,removes all,https://mizuumi.wiki/images/d/d2/MBCAokoCircuitSpark.png,
Aoko,Full_Moon,F-Aoko,Circuit Spark (Air),100,0,100%,-,U,12,10,Until Landing+15,-,40,removes all,https://mizuumi.wiki/images/d/d2/MBCAokoCircuitSpark.png,
Aoko,Full_Moon,F-Aoko,AC / Magic Draw (A),1000,808,80% (M),-EX-,LHA,13,X,34,-6,46,9.0%,https://mizuumi.wiki/images/b/b4/MBFAoko236AB.png,
Aoko,Full_Moon,F-Aoko,AC / Magic Draw ([A]),"400*3, 700 (1796)",(952),"100%, 50% (O)",-EX-,LHA,36,X,33,14,46,"3.6%*3, 6.3% (17.1%)",https://mizuumi.wiki/images/b/b4/MBFAoko236AB.png,
Aoko,Full_Moon,F-Aoko,AC / Magic Draw (B),1000,808,80%,-EX-,LHA,12,X,33,-5,46,9.0% (M),https://mizuumi.wiki/images/b/b4/MBFAoko236AB.png,
Aoko,Full_Moon,F-Aoko,AC / Magic Draw (EX),"100, 400*5 (1911)",(1371),100%,-,LHA,2+14,X,20,39,46,-100.0%,https://mizuumi.wiki/images/b/b4/MBFAoko236AB.png,
Aoko,Full_Moon,F-Aoko,Aoko Moonsault (A),1000,808,70% (O),-,LH,9,5,34,-21,47,9.0%,https://mizuumi.wiki/images/5/57/MBFAoko623A.png,
Aoko,Full_Moon,F-Aoko,Aoko Moonsault (B),"500, 1000 (1266)",(820),90% (O),-,LH,10,"4, 6",45,-37 ~ -33,47,11.7%,https://mizuumi.wiki/images/5/57/MBFAoko623A.png,
Aoko,Full_Moon,F-Aoko,Aoko Moonsault (EX),500*5 (1955),(788),90% (O),-,LH,2+2,"2, 2, 5, 5, 6",38,-38 ~ -31,47,-100.0%,https://mizuumi.wiki/images/5/57/MBFAoko623A.png,
Aoko,Full_Moon,F-Aoko,Floating Starmine(EX: Blowdust Starmine) (A/B (Aoko)),-,-,-,-,-,7,X,34,-,40,-,https://mizuumi.wiki/images/c/c1/MBCAoko214AB.png,
Aoko,Full_Moon,F-Aoko,Floating Starmine(EX: Blowdust Starmine) (A/B (Immediate Detonation)),800,656,70% (O),-,LHA,27,16,0,11,40,8.0%,https://mizuumi.wiki/images/c/c1/MBCAoko214AB.png,
Aoko,Full_Moon,F-Aoko,Floating Starmine(EX: Blowdust Starmine) (EX),"100, 300*14 (2427)",(1564),"100%, 70% (O)",-,LHA,2+14,X,19,73,40,-100.0%,https://mizuumi.wiki/images/c/c1/MBCAoko214AB.png,
Aoko,Full_Moon,F-Aoko,Artillery Starmine (A/B (Aoko)),-,-,-,-,LHA,12,X,41,-,52,-,https://mizuumi.wiki/images/d/d2/MBFAoko421A.png,
Aoko,Full_Moon,F-Aoko,Artillery Starmine (A (Min)),800,656,70% (M),-,LHA,34,16,-,6,52,7.2%,https://mizuumi.wiki/images/d/d2/MBFAoko421A.png,
Aoko,Full_Moon,F-Aoko,Artillery Starmine (B (Min)),800,656,50%,-,LHA,44,16,-,16,52,7.2%,https://mizuumi.wiki/images/d/d2/MBFAoko421A.png,
Aoko,Full_Moon,F-Aoko,Artillery Starmine (EX (Aoko)),-,-,-,-,-,3+3,X,39,-,52,-100.0%,https://mizuumi.wiki/images/d/d2/MBFAoko421A.png,
Aoko,Full_Moon,F-Aoko,Artillery Starmine (EX (Min)),800,656,70%,-,LHA,38,X,7,21,52,-100.0%,https://mizuumi.wiki/images/d/d2/MBFAoko421A.png,
Aoko,Full_Moon,F-Aoko,Artillery Starmine (A/B~421X),500,303,50% (O),-,HA,18,10,2,6,52,4.5%,https://mizuumi.wiki/images/d/d2/MBFAoko421A.png,
Aoko,Full_Moon,F-Aoko,Artillery Starmine (EX~421X),500*5 (2342),(1419),100%,-,LHA,12,"2, 2, 2, 2, 4",6,8,52,0.0%,https://mizuumi.wiki/images/d/d2/MBFAoko421A.png,
Aoko,Full_Moon,F-Aoko,Blazing Starmine (A),800*3 (1470),(926),50% (O),-EX-,LHA,16,"2, 2, 2",36,-2,57,3.6%*3 (10.8%),https://mizuumi.wiki/images/e/e1/MBCAoko22A.png,
Aoko,Full_Moon,F-Aoko,Blazing Starmine (B),800*3 (1470),(926),50% (O),-EX-,LHA,24,"2, 2, 2",33,1,57,3.6%*3 (10.8%),https://mizuumi.wiki/images/e/e1/MBCAoko22A.png,
Aoko,Full_Moon,F-Aoko,Blazing Starmine (EX),250*20 (3083),(2476),100%,-,LHA,3+16,28,22,-6~-14,57,-100.0%,https://mizuumi.wiki/images/e/e1/MBCAoko22A.png,
Aoko,Full_Moon,F-Aoko,Aoko Floor Sweep (A),900,505,55% (O),-EX-,LA,9,7,15,-7,30,8.1%,https://mizuumi.wiki/images/4/41/MBFAoko63214AB.png,
Aoko,Full_Moon,F-Aoko,Aoko Floor Sweep (B),900,505,55% (O),-EX-,LA,17,7,11,-3,30,8.1%,https://mizuumi.wiki/images/4/41/MBFAoko63214AB.png,
Aoko,Full_Moon,F-Aoko,Aoko Floor Sweep (EX),"900, 400, 800 (1448)",(922),"55% (O), 100%, 40% (O)","(N), (SP), (EX), (J)","LA, LH, LHA",1+8,1 (10) 8 (4) 6,25,-38 ~ -13,30,-100.0%,https://mizuumi.wiki/images/4/41/MBFAoko63214AB.png,
Aoko,Full_Moon,F-Aoko,Aoko Moonsault (Air) (A),1000,808,70% (O),-,LHA,5,5,Until Landing+6,-16 (TK),15,9.0%,https://mizuumi.wiki/images/7/71/MBFAokoj623A.png,
Aoko,Full_Moon,F-Aoko,Aoko Moonsault (Air) (B),"500, 1000 (1226)",(820),90% (O),-,LHA,5,"4, 6",Until Landing+9,-29 (TK),15,11.7%,https://mizuumi.wiki/images/7/71/MBFAokoj623A.png,
Aoko,Full_Moon,F-Aoko,Aoko Moonsault (Air) (EX),500*5 (1955),(768),90% (O),-,LHA,2+2,"2, 2, 5, 5, 6",Until Landing+9,-29 ~ -26,15,-100.0%,https://mizuumi.wiki/images/7/71/MBFAokoj623A.png,
Aoko,Full_Moon,F-Aoko,Floating Starmine (Air) (A/B (Aoko)),-,-,-,-,-,12,X,Until Landing+0,-,21,-,https://mizuumi.wiki/images/b/b1/MBCAokoj214AB.png,
Aoko,Full_Moon,F-Aoko,Floating Starmine (Air) (A/B (Immediate Detonation)),800,656,70% (O),-,LHA,32,16,-,0 (TK),21,7.2%,https://mizuumi.wiki/images/b/b1/MBCAokoj214AB.png,
Aoko,Full_Moon,F-Aoko,Floating Starmine (Air) ([A]/[B] (Aoko)),-,-,-,-,-,16,X,Until Landing+0,-,21,-,https://mizuumi.wiki/images/b/b1/MBCAokoj214AB.png,
Aoko,Full_Moon,F-Aoko,Floating Starmine (Air) ([A]/[B] (Immediate Detonation)),800,656,70% (O),-,LHA,36,16,-,24 (TK),21,7.2%,https://mizuumi.wiki/images/b/b1/MBCAokoj214AB.png,
Aoko,Full_Moon,F-Aoko,Floating Starmine (Air) (EX (Aoko)),-,-,-,-,-,3+6,X,Until Landing+0,-,21,-100.0%,https://mizuumi.wiki/images/b/b1/MBCAokoj214AB.png,
Aoko,Full_Moon,F-Aoko,Floating Starmine (Air) (EX (Immediate Detonation)),800,656,50% (M),-,LHA,19,3,-,-7 (TK),21,-,https://mizuumi.wiki/images/b/b1/MBCAokoj214AB.png,
Aoko,Full_Moon,F-Aoko,Severe Break,"500, 600*6, 500, 600*6 (3344)",(2326),50% (O),-,LHA,9+5,28 (39) 28,58,-27,166,removes all,https://mizuumi.wiki/images/8/8b/MBCAokoAD.png,
Aoko,Full_Moon,F-Aoko,Severe Break Slider,(~4900),(~3500),50% (O),-,LHA,9+5,28 (39) 28 (43) 39,58,-27,248,removes all,https://mizuumi.wiki/images/4/49/MBCAokoAAD.png,
Aoko,Full_Moon,F-Aoko,Retroflow - Genesis Light Year,"350, 200*24, 3000 (3542~7084)",(2684~5368),50% + 50% * remaining BH time,-,U,5,"1, 2",58,-,65,removes all,https://mizuumi.wiki/images/4/4f/MBCAokoLA.png,
Aoko,Half_Moon,H-Aoko,5A (5A),350,192,70% (O),"-SE-, -N-, -SP-, -CH-, -EX-, (J)",LH,5,4,9,-1,17,2.8%,https://mizuumi.wiki/images/1/16/MBCAoko5A.png,
Aoko,Half_Moon,H-Aoko,5A (5A~6A),600,384,80% (M),"N, SP, -CH-, EX, (J)",LH,8,4,16,-5,17,4.2%,https://mizuumi.wiki/images/1/16/MBCAoko5A.png,
Aoko,Half_Moon,H-Aoko,5A (5A~6A~6A),1000,768,60% (O),"(N), SP, EX, (J)",LH,10,4,17,-3,17,7.0%,https://mizuumi.wiki/images/1/16/MBCAoko5A.png,
Aoko,Half_Moon,H-Aoko,5B,700,480,85% (O),"N, SP, EX, (J)",LH,8,5,15,-5,27,4.9%,https://mizuumi.wiki/images/a/a7/MBHAoko5B.png,
Aoko,Half_Moon,H-Aoko,5C (5C),850,528,100%,"N, SP, EX, (J)",LH,11 ~ 28,7,14,-3,31,7.0%,https://mizuumi.wiki/images/7/73/MBCAoko5C.png,
Aoko,Half_Moon,H-Aoko,5C (5[C]),1200,960,100%,"N, SP, EX, (J)",LH,29,2,16,0,31,8.4%,https://mizuumi.wiki/images/7/73/MBCAoko5C.png,
Aoko,Half_Moon,H-Aoko,5C ((Laser)),350*3,200*3,100%,-,LHA,37,3,7,8 ~ 10,31,3.5%*3 (10.5%),https://mizuumi.wiki/images/7/73/MBCAoko5C.png,
Aoko,Half_Moon,H-Aoko,2A,300,192,75% (O),"-SE-, -N-, -SP-, -EX-, (J)",LH,4,3,9,0,15,2.1%,https://wiki.gbl.gg/images/2/27/MBCAoko2A.png,
Aoko,Half_Moon,H-Aoko,2B,600,336,85% (O),"N, SP, EX, (J)",L,7,7,15,-7,28,5.6%,https://mizuumi.wiki/images/5/59/MBCAoko2B.png,
Aoko,Half_Moon,H-Aoko,2C,800,490,65% (O),"N, SP, EX, (J)",L,9,5,18,-8,31,8.4%,https://mizuumi.wiki/images/b/bb/MBCAoko2C.png,
Aoko,Half_Moon,H-Aoko,j.A,300,144,75% (O),"N, SP, EX, J",LHA,5,4,10,-,18,2.1%,https://mizuumi.wiki/images/a/ae/MBCAokojA.png,
Aoko,Half_Moon,H-Aoko,j.B,600,384,90% (O),"N, SP, EX, J",HA,7,5,Until Landing+2,-,13,4.2%,https://mizuumi.wiki/images/c/cf/MBHAokojB.png,
Aoko,Half_Moon,H-Aoko,j.C,900,672,90% (O),"N, SP, EX, J",HA,10,5,Until Landing+2,-,16,6.3%,https://mizuumi.wiki/images/9/94/MBHAokojC.png,
Aoko,Half_Moon,H-Aoko,3C,800,480,65% (O),"N, SP, EX, (J)",LH,10,3,21,-6,33,6.3%,https://mizuumi.wiki/images/1/18/MBCAoko3C.png,
Aoko,Half_Moon,H-Aoko,4C (4C),1000,720,70% (O),"SP, EX",LH,15 ~ 28,1,19,"-5 (vs Stand.), -2 (vs. Crouch)",34,7.0%,https://mizuumi.wiki/images/c/c8/MBCAoko4C.png,
Aoko,Half_Moon,H-Aoko,4C (4[C]),1000,720,50% (O),"SP, EX, (J)",H,25,1,16,-2,34,7.0%,https://mizuumi.wiki/images/c/c8/MBCAoko4C.png,
Aoko,Half_Moon,H-Aoko,Ground Throw,1000,384,35%,-,U,3,1,22,-,25,0.0%,https://mizuumi.wiki/images/f/f4/MBCAokoThrow.png,
Aoko,Half_Moon,H-Aoko,Air Throw,1600,576,30%,(Any if Raw),U,2,1,Until Landing+12,-,14,0.0%,https://mizuumi.wiki/images/5/55/MBCAokoAirThrow.png,
Aoko,Half_Moon,H-Aoko,Shield Counter (Standing),500 (345),198,40%,"SP, EX, (J)",LHA,9,2,20,-4,30,3.5%,https://mizuumi.wiki/images/d/de/MBFAokoShieldCounter.png,
Aoko,Half_Moon,H-Aoko,Shield Counter (Crouching),1500 (1117),714,50%,"SP, EX, (J)",LA,9,4,18,-4,30,10.5%,https://mizuumi.wiki/images/d/de/MBFAokoShieldCounter.png,
Aoko,Half_Moon,H-Aoko,Shield Counter (Air),500 (303),174,50%,-,HA,7,4,-,-,30,3.5%,https://mizuumi.wiki/images/d/de/MBFAokoShieldCounter.png,
Aoko,Half_Moon,H-Aoko,Shield Bunker (Neutral),500,192,50%,-,LHA,26,4,19,-5,48,0.0%,https://mizuumi.wiki/images/3/32/MBCAokoShieldBunker.png,
Aoko,Half_Moon,H-Aoko,Shield Bunker ((Clash)),500,192,50%,-,LHA,7,4,19,-5,48,0.0%,https://mizuumi.wiki/images/3/32/MBCAokoShieldBunker.png,
Aoko,Half_Moon,H-Aoko,Shield Bunker (Blockstun),0,0,100%,-,LHA,19,3,22,-7,48,-100.0%,https://mizuumi.wiki/images/3/32/MBCAokoShieldBunker.png,
Aoko,Half_Moon,H-Aoko,Circuit Spark (Ground),100,0,100%,-,U,11,10,20,-,40,removes all,https://mizuumi.wiki/images/d/d2/MBCAokoCircuitSpark.png,
Aoko,Half_Moon,H-Aoko,Circuit Spark (Air),100,0,100%,-,U,12,10,Until Landing+15,-,40,removes all,https://mizuumi.wiki/images/d/d2/MBCAokoCircuitSpark.png,
Aoko,Half_Moon,H-Aoko,Browning Starmine (A),1000,588,100%,-EX-,LHA,17,4,15,-1,35,5.6%,https://mizuumi.wiki/images/f/fa/MBCAoko236A.png,
Aoko,Half_Moon,H-Aoko,Browning Starmine (B),500*6 (2763),(1593),100%,-EX-,LHA,34 ~ 63,"2, 2, 2, 2, 2, 2",19,-10 ~ 15,35,3.5%*6 (21.0%),https://mizuumi.wiki/images/f/fa/MBCAoko236A.png,
Aoko,Half_Moon,H-Aoko,Browning Starmine ([B]),500*5 (2342),(1350),100%,-,U,93,"2, 2, 2, 2, 2",46,-,35,3.5%*5 (17.5%),https://mizuumi.wiki/images/f/fa/MBCAoko236A.png,
Aoko,Half_Moon,H-Aoko,Browning Starmine (~236A),500*2 (984),(567),100%,-,-,-,-,-,-,35,5.0%*2 (10.0%),https://mizuumi.wiki/images/f/fa/MBCAoko236A.png,
Aoko,Half_Moon,H-Aoko,Browning Starmine (EX),"100, 350*14 (~2800)",(~2360),100%,-,LHA,2+14,"2 (17), 2 (1) 2 (2), 2 (2) x3, 2 (3) 2 (1) 2 (2), 2 (2) x3, 2 (3) 2 (1) 2",24,-3,35,-100.0%,https://mizuumi.wiki/images/f/fa/MBCAoko236A.png,
Aoko,Half_Moon,H-Aoko,I'll kick you over! (A),"1000, 800 (1682)",(1059),"100%, 60% (O)","(N), (SP), (EX), (J)","LHA, HA",5,10 (8) 3,23,-8,48,5.6%*2 (11.2%),https://mizuumi.wiki/images/0/06/MBCAoko623A.png,
Aoko,Half_Moon,H-Aoko,I'll kick you over! (B),800,624,100%,-,HA,31,3,9,6,48,8.0%,https://mizuumi.wiki/images/0/06/MBCAoko623A.png,
Aoko,Half_Moon,H-Aoko,I'll kick you over! (EX),"1000, 800*2 (2342)",(1573),100%,-,"LH, LHA",1+5,"8 (4) 3, 3",25,-13,48,-100.0%,https://mizuumi.wiki/images/0/06/MBCAoko623A.png,
Aoko,Half_Moon,H-Aoko,DC / Magic Draw (A),1000,768,100%,-EX-,LHA,13,X,29,-4,41,7.0%,https://mizuumi.wiki/images/0/0b/MBHAoko214AB.png,
Aoko,Half_Moon,H-Aoko,DC / Magic Draw (B),1000,768,100%,-EX-,LHA,11,X,36,-8,41,7.0%,https://mizuumi.wiki/images/0/0b/MBHAoko214AB.png,
Aoko,Half_Moon,H-Aoko,DC / Magic Draw (C),"400*3, 1000 (2028)",(1446),"100%*3, 50% (O)",-,LHA,5+6,X,32,14,41,-100.0%,https://mizuumi.wiki/images/0/0b/MBHAoko214AB.png,
Aoko,Half_Moon,H-Aoko,Floating Starmine (A/B/C (Aoko)),-,-,-,-,-,11,X,39,-,49,-,https://mizuumi.wiki/images/8/84/MBCAoko421A.png,
Aoko,Half_Moon,H-Aoko,Floating Starmine (A (Min)),800,624,70% (M),-,LHA,33,16,-,8,49,5.6%,https://mizuumi.wiki/images/8/84/MBCAoko421A.png,
Aoko,Half_Moon,H-Aoko,Floating Starmine (B (Min)),800,624,70% (M),-,LHA,43,16,-,18,49,5.6%,https://mizuumi.wiki/images/8/84/MBCAoko421A.png,
Aoko,Half_Moon,H-Aoko,Floating Starmine (C (Min)),800,624,70% (M),-,LHA,47,16,-,22,49,5.6%,https://mizuumi.wiki/images/8/84/MBCAoko421A.png,
Aoko,Half_Moon,H-Aoko,Blazing Starmine (A),800*3 (1470),(882),50% (O),-EX-,LHA,16,6,36,-2,55,2.8%*3 (8.4%),https://mizuumi.wiki/images/e/e1/MBCAoko22A.png,
Aoko,Half_Moon,H-Aoko,Blazing Starmine (B),800*3 (1470),(882),50% (O),-EX-,LHA,24,6,33,1,55,2.8%*3 (8.4%),https://mizuumi.wiki/images/e/e1/MBCAoko22A.png,
Aoko,Half_Moon,H-Aoko,Blazing Starmine (EX),250*20 (3083),(2362),100%,-,LHA,3+16,28,22,-13,55,-100.0%,https://mizuumi.wiki/images/e/e1/MBCAoko22A.png,
Aoko,Half_Moon,H-Aoko,Browning Starbow (A),1000,672,100%,-EX-,LHA,12,2 (2) 2 (2) 2,20,-9,41,7.0%,https://mizuumi.wiki/images/f/f7/MBCAoko63214A.png,
Aoko,Half_Moon,H-Aoko,Browning Starbow (B),150*8 (1065),(340),100%,-,LHA,29,"2 (2) x7, 2",17,23,41,1.05%*8 (8.4%),https://mizuumi.wiki/images/f/f7/MBCAoko63214A.png,
Aoko,Half_Moon,H-Aoko,Browning Starbow (EX),200*8 (1422),(1044),100%,-,LHA,3+11,"2 (2) x7, 2",20,20,41,-100.0%,https://mizuumi.wiki/images/f/f7/MBCAoko63214A.png,
Aoko,Half_Moon,H-Aoko,Browning Starmine (Air) (A),1000,672,100%,-,LHA,17,12,Until Landing+14,-16 (TK),19,7.0%,https://mizuumi.wiki/images/e/e9/MBCAokoj236A.png,
